,artist_name,track_name,year,energy,danceability,loudness,acousticness,speechiness,liveness,valence,bpm,duration
526,Maroon 5,What Lovers Do (feat. SZA),2018,0.06,0.08,-0.005,8e-05,0.0006,0.001,0.042,0.11,200.0
527,Bruno Mars,Finesse - Remix; feat. Cardi B,2018,0.086,0.07,-0.005,2e-05,0.001,0.0002,0.093,0.105,217.0
528,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),2018,0.03,0.059,-0.007,0.00078,0.0003,0.0012,0.036,0.095,260.0
529,Halsey,Bad At Love,2018,0.075,0.068,-0.004,6e-05,0.0003,0.0009,0.061,0.118,181.0
530,G-Eazy,Him & I (with Halsey),2018,0.073,0.059,-0.006,5e-05,0.0009,0.0031,0.019,0.088,269.0
531,Justin Bieber,Friends (with BloodPop®),2018,0.073,0.074,-0.005,0.0,0.0004,0.003,0.062,0.105,189.0
532,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2018,0.067,0.067,-0.003,3e-05,0.0007,0.0012,0.063,0.098,204.0
533,Troye Sivan,My My My!,2018,0.046,0.07,-0.008,0.0,0.0008,0.0005,0.048,0.103,205.0
534,Hailee Steinfeld,Capital Letters,2018,0.081,0.066,-0.006,3e-05,0.0008,0.0005,0.046,0.1,219.0
535,The Chainsmokers,Sick Boy,2018,0.058,0.066,-0.008,0.00011,0.0005,0.0012,0.045,0.09,193.0
536,Dan + Shay,Tequila,2018,0.059,0.047,-0.006,3e-05,0.0003,0.0013,0.05,0.086,196.0
537,Taylor Swift,Look What You Made Me Do,2018,0.071,0.077,-0.006,0.0002,0.0012,0.0013,0.051,0.128,212.0
538,Shawn Mendes,Youth (feat. Khalid),2018,0.06,0.053,-0.007,0.00056,0.0012,0.0013,0.032,0.1,191.0
539,Selena Gomez,Bad Liar,2018,0.041,0.097,-0.006,0.00019,0.0007,0.0008,0.073,0.121,215.0
540,Rita Ora,Anywhere,2018,0.08,0.063,-0.004,4e-05,0.0006,0.001,0.032,0.107,215.0
541,Justin Timberlake,Say Something,2018,0.063,0.071,-0.007,1e-04,0.0008,0.0008,0.037,0.097,279.0
542,Nicki Minaj,Chun-Li,2018,0.073,0.069,-0.005,0.00028,0.0037,0.0011,0.048,0.129,192.0
543,Harry Styles,Sign of the Times,2018,0.057,0.052,-0.005,3e-05,0.0003,0.0011,0.021,0.12,341.0
544,Liam Payne,Familiar,2018,0.081,0.064,-0.005,2e-05,0.0033,0.0008,0.091,0.093,197.0
545,ZAYN,Let Me,2018,0.057,0.046,-0.006,0.00024,0.0005,0.001,0.019,0.168,185.0
546,Ansel Elgort,Supernova,2018,0.062,0.077,-0.005,6e-05,0.001,0.0021,0.068,0.14,191.0
547,Shawn Mendes,Nervous,2018,0.062,0.084,-0.007,4e-05,0.0008,0.0013,0.074,0.122,164.0
548,Kygo,First Time,2018,0.059,0.063,-0.007,0.0002,0.0011,0.001,0.068,0.09,194.0
549,Taylor Swift,End Game,2018,0.059,0.065,-0.006,1e-05,0.0006,0.0011,0.015,0.159,245.0
550,J Balvin,Mi Gente (feat. Beyoncé),2018,0.072,0.076,-0.006,2e-05,0.0008,0.0023,0.047,0.105,210.0
551,N.E.R.D,Lemon,2018,0.073,0.092,-0.007,0.0,0.0009,0.0012,0.02,0.095,220.0
552,Liam Payne,For You (With Rita Ora),2018,0.08,0.054,-0.005,2e-05,0.0003,0.0042,0.018,0.113,243.0
553,Dua Lipa,Want To,2018,0.069,0.057,-0.005,8e-05,0.0012,0.0006,0.032,0.092,212.0
554,Hayley Kiyoko,What I Need (feat. Kehlani),2018,0.079,0.063,-0.004,5e-05,0.0006,0.0016,0.041,0.104,220.0
555,Maroon 5,Wait,2018,0.06,0.066,-0.005,1e-04,0.0006,0.0011,0.045,0.126,191.0
556,P!nk,What About Us,2018,0.059,0.039,-0.006,3e-05,0.0006,0.0009,0.019,0.114,272.0
557,DNCE,Kissing Strangers,2018,0.074,0.077,-0.006,5e-05,0.0004,0.0009,0.086,0.12,202.0
558,David Guetta,2U (feat. Justin Bieber),2018,0.061,0.053,-0.007,0.00023,0.0006,0.0023,0.053,0.145,195.0
559,Eminem,Walk On Water (feat. Beyoncé),2018,0.044,0.048,-0.01,0.00081,0.0024,0.0064,0.062,0.082,304.0
560,Niall Horan,This Town,2018,0.041,0.068,-0.008,0.0007,0.0003,0.0012,0.02,0.112,233.0
561,Rita Ora,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",2018,0.069,0.073,-0.004,2e-05,0.0005,0.001,0.042,0.094,221.0
562,Enrique Iglesias,MOVE TO MIAMI,2018,0.087,0.076,-0.004,3e-05,0.0005,0.0007,0.09,0.1,169.0
563,Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),2018,0.064,0.075,-0.005,0.00025,0.0009,0.0011,0.045,0.1,186.0
564,Justin Timberlake,Filthy,2018,0.058,0.075,-0.006,4e-05,0.0014,0.0025,0.065,0.097,294.0
565,Camila Cabello,Never Be the Same - Radio Edit,2018,0.069,0.063,-0.004,0.00016,0.0009,0.0012,0.025,0.13,227.0
566,Bebe Rexha,Ferrari,2018,0.048,0.058,-0.006,2e-05,0.0003,0.001,0.042,0.077,213.0
567,Justin Timberlake,Supplies,2018,0.055,0.079,-0.007,1e-05,0.0005,0.0013,0.023,0.12,226.0
568,RedOne,Boom Boom,2018,0.076,0.075,-0.008,0.0,0.0005,0.002,0.058,0.11,248.0
569,Taylor Swift,...Ready For It? - BloodPop® Remix,2018,0.084,0.058,-0.005,0.00013,0.0022,0.001,0.05,0.16,190.0
570,Cardi B,Drip (feat. Migos),2018,0.059,0.097,-0.008,5e-05,0.0026,0.0008,0.027,0.13,264.0
571,Demi Lovato,Tell Me You Love Me - NOTD Remix,2018,0.077,0.058,-0.005,5e-05,0.0008,0.0009,0.076,0.102,182.0
572,Maroon 5,Memories,2019,0.032,0.076,-0.007,0.00084,0.0005,0.0008,0.057,0.091,189.0
573,Selena Gomez,Lose You To Love Me,2019,0.034,0.051,-0.009,0.00058,0.0004,0.0021,0.009,0.102,206.0
574,Lewis Capaldi,Someone You Loved,2019,0.041,0.05,-0.006,0.00075,0.0003,0.0011,0.045,0.11,182.0
575,Shawn Mendes,Señorita,2019,0.054,0.076,-0.006,4e-05,0.0003,0.0009,0.075,0.117,191.0
576,Sam Smith,How Do You Sleep?,2019,0.068,0.048,-0.005,0.00015,0.0009,0.0008,0.035,0.111,202.0
577,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),2019,0.062,0.086,-0.006,0.00015,0.0008,0.0009,0.067,0.098,204.0
578,SHAED,Trampoline (with ZAYN),2019,0.046,0.062,-0.006,0.00056,0.0003,0.0014,0.05,0.127,184.0
579,Marshmello,Happier,2019,0.079,0.069,-0.003,0.00019,0.0005,0.0017,0.067,0.1,214.0
580,Lizzo,Truth Hurts,2019,0.062,0.072,-0.003,0.00011,0.0011,0.0012,0.041,0.158,173.0
581,Lizzo,Good as Hell (feat. Ariana Grande) - Remix,2019,0.089,0.067,-0.003,0.0003,0.0006,0.0074,0.048,0.096,159.0
582,Kygo,Higher Love,2019,0.068,0.069,-0.007,2e-05,0.0003,0.001,0.04,0.104,228.0
583,Jonas Brothers,Only Human,2019,0.05,0.08,-0.006,0.00011,0.0007,0.0006,0.087,0.094,183.0
584,Ed Sheeran,Beautiful People (feat. Khalid),2019,0.065,0.064,-0.008,0.00012,0.0019,0.0008,0.055,0.093,198.0
585,Jonas Brothers,Sucker,2019,0.073,0.084,-0.005,4e-05,0.0006,0.0011,0.095,0.138,181.0
586,Mabel,Don't Call Me Up,2019,0.088,0.067,-0.003,0.0003,0.0015,0.0008,0.023,0.099,178.0
587,Ed Sheeran,I Don't Care (with Justin Bieber),2019,0.068,0.08,-0.005,9e-05,0.0004,0.0009,0.084,0.102,220.0
588,Khalid,Talk (feat. Disclosure),2019,0.04,0.09,-0.009,5e-05,0.0013,0.0006,0.035,0.136,198.0
589,Calvin Harris,Giant (with Rag'n'Bone Man),2019,0.089,0.081,-0.004,2e-05,0.0004,0.0008,0.061,0.122,229.0
590,The Chainsmokers,Takeaway,2019,0.051,0.053,-0.008,0.00013,0.0003,0.001,0.035,0.1,210.0
591,R3HAB,All Around The World (La La La),2019,0.086,0.073,-0.005,0.00048,0.0003,0.0011,0.052,0.125,148.0
592,Maroon 5,Girls Like You (feat. Cardi B),2019,0.054,0.085,-0.007,0.00057,0.0005,0.0013,0.045,0.125,236.0
593,The Chainsmokers,Call You Mine,2019,0.07,0.059,-0.006,0.0002,0.0003,0.0034,0.052,0.104,218.0
594,Chris Brown,No Guidance (feat. Drake),2019,0.045,0.07,-0.007,0.00012,0.0015,0.0016,0.014,0.093,261.0
595,Ed Sheeran,Antisocial (with Travis Scott),2019,0.082,0.072,-0.005,0.00013,0.0005,0.0036,0.091,0.152,162.0
596,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",2019,0.08,0.084,-0.004,0.00016,0.0023,0.0006,0.062,0.096,213.0
597,Daddy Yankee,Con Calma - Remix,2019,0.087,0.074,-0.003,0.00017,0.0005,0.0004,0.061,0.094,181.0
598,Mark Ronson,Find U Again (feat. Camila Cabello),2019,0.066,0.061,-0.007,1e-05,0.0003,0.002,0.016,0.104,176.0
599,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019,0.079,0.075,-0.006,0.00021,0.0012,0.0007,0.061,0.095,206.0
600,DJ Khaled,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",2019,0.076,0.053,-0.005,7e-05,0.0034,0.0009,0.065,0.136,260.0
601,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019,0.079,0.06,-0.006,1e-05,0.0007,0.0042,0.024,0.114,217.0
602,The Chainsmokers,Kills You Slowly,2019,0.044,0.07,-0.009,6e-05,0.0006,0.0013,0.023,0.15,213.0
603,The Weeknd,Blinding Lights,2020,0.73,0.514,-5.934,0.00146,0.0598,0.0897,0.334,171.005,200.04
604,Tones And I,Dance Monkey,2020,0.593,0.825,-6.401,0.688,0.0988,0.17,0.54,98.078,209.76
605,Roddy Ricch,The Box,2020,0.586,0.896,-6.687,0.104,0.0559,0.79,0.642,116.971,196.65
606,SAINt JHN,Roses - Imanbek Remix,2020,0.721,0.785,-5.457,0.0149,0.0506,0.285,0.894,121.962,176.22
607,Dua Lipa,Don't Start Now,2020,0.793,0.793,-4.521,0.0123,0.083,0.0951,0.679,123.95,183.29
608,DaBaby,ROCKSTAR (feat. Roddy Ricch),2020,0.69,0.746,-7.956,0.247,0.164,0.101,0.497,89.977,181.73
609,Harry Styles,Watermelon Sugar,2020,0.816,0.548,-4.209,0.122,0.0465,0.335,0.557,95.39,174.0
610,Powfu,death bed (coffee for your head),2020,0.431,0.726,-8.765,0.731,0.135,0.696,0.348,144.026,173.33
611,Trevor Daniel,Falling,2020,0.43,0.784,-8.756,0.123,0.0364,0.0887,0.236,127.087,159.38
612,Lewis Capaldi,Someone You Loved,2020,0.405,0.501,-5.679,0.751,0.0319,0.105,0.446,109.891,182.16
613,KAROL G,Tusa,2020,0.715,0.803,-3.28,0.295,0.298,0.0574,0.574,101.085,200.96
614,Arizona Zervas,ROXANNE,2020,0.601,0.621,-5.616,0.0522,0.148,0.46,0.457,116.735,163.64
615,Post Malone,Circles,2020,0.762,0.695,-3.497,0.192,0.0395,0.0863,0.553,120.042,215.28
616,Lil Mosey,Blueberry Faygo,2020,0.554,0.774,-7.909,0.207,0.0383,0.132,0.349,99.034,162.55
617,Justin Bieber,Intentions (feat. Quavo),2020,0.546,0.806,-6.637,0.3,0.0575,0.102,0.874,147.986,212.87
618,Drake,Toosie Slide,2020,0.49,0.83,-8.82,0.289,0.209,0.113,0.845,81.604,247.06
619,Lewis Capaldi,Before You Go,2020,0.575,0.459,-4.858,0.604,0.0573,0.0885,0.183,111.881,215.11
620,Doja Cat,Say So,2020,0.673,0.787,-4.577,0.256,0.158,0.0904,0.786,110.962,237.89
621,Maroon 5,Memories,2020,0.32,0.764,-7.209,0.837,0.0546,0.0822,0.575,91.019,189.49
622,Future,Life Is Good (feat. Drake),2020,0.574,0.795,-6.903,0.067,0.487,0.15,0.537,142.053,237.92
623,Jawsh 685,Savage Love (Laxed - Siren Beat),2020,0.481,0.767,-8.52,0.234,0.0803,0.269,0.761,150.076,171.38
624,Harry Styles,Adore You,2020,0.771,0.676,-3.675,0.0237,0.0483,0.102,0.569,99.048,207.13
625,Topic,Breaking Me,2020,0.72,0.789,-5.652,0.223,0.218,0.129,0.664,122.031,166.79
626,24kGoldn,Mood (feat. iann dior),2020,0.722,0.7,-3.558,0.221,0.0369,0.272,0.756,90.989,140.53
627,Billie Eilish,everything i wanted,2020,0.225,0.704,-14.454,0.902,0.0994,0.106,0.243,120.006,245.43
628,Shawn Mendes,Señorita,2020,0.548,0.759,-6.049,0.0392,0.029,0.0828,0.749,116.967,190.8
629,Billie Eilish,bad guy,2020,0.425,0.701,-10.965,0.328,0.375,0.1,0.562,135.128,194.09
630,Cardi B,WAP (feat. Megan Thee Stallion),2020,0.454,0.935,-7.509,0.0194,0.375,0.0824,0.357,133.073,187.54
631,Surfaces,Sunday Best,2020,0.525,0.878,-6.832,0.183,0.0578,0.0714,0.694,112.022,158.57
632,Eminem,Godzilla (feat. Juice WRLD),2020,0.745,0.808,-5.26,0.145,0.342,0.292,0.829,165.995,210.8
633,Justin Bieber,Yummy,2020,0.506,0.676,-6.652,0.345,0.0958,0.118,0.497,145.842,208.52
634,Dua Lipa,Break My Heart,2020,0.729,0.73,-3.434,0.167,0.0883,0.349,0.467,113.013,221.82
635,BTS,Dynamite,2020,0.765,0.746,-4.41,0.0112,0.0993,0.0936,0.737,114.044,199.05
636,BENEE,Supalonely (feat. Gus Dapperton),2020,0.631,0.862,-4.746,0.291,0.0515,0.123,0.841,128.978,223.49
637,Surf Mesa,ily (i love you baby) (feat. Emilee),2020,0.774,0.674,-7.567,0.0686,0.0892,0.393,0.33,112.05,176.55
638,Lady Gaga,Rain On Me (with Ariana Grande),2020,0.855,0.672,-3.764,0.021,0.0397,0.323,0.646,123.056,182.2
639,Travis Scott,HIGHEST IN THE ROOM,2020,0.427,0.598,-8.764,0.0546,0.0317,0.21,0.0605,76.469,175.72
640,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2020,0.522,0.755,-4.368,0.533,0.0575,0.0685,0.925,89.96,157.56
641,Maluma,Hawái,2020,0.727,0.783,-3.454,0.185,0.389,0.0626,0.558,180.067,199.11
642,Regard,Ride It,2020,0.751,0.88,-4.258,0.177,0.0874,0.106,0.884,117.948,157.61
643,Travis Scott,goosebumps,2020,0.728,0.841,-3.37,0.0847,0.0484,0.149,0.43,130.049,243.84
644,Black Eyed Peas,RITMO (Bad Boys For Life),2020,0.704,0.723,-7.088,0.0259,0.0571,0.792,0.684,105.095,214.94
645,THE SCOTTS,THE SCOTTS,2020,0.537,0.716,-7.648,0.233,0.0514,0.157,0.28,129.979,165.98
646,Bad Bunny,Safaera,2020,0.829,0.607,-4.074,0.0103,0.379,0.107,0.685,96.172,295.18
647,Billie Eilish,lovely (with Khalid),2020,0.296,0.351,-10.109,0.934,0.0333,0.095,0.12,115.284,200.19
648,Juice WRLD,Lucid Dreams,2020,0.566,0.511,-7.23,0.349,0.2,0.34,0.218,83.903,239.84
649,Ariana Grande,Stuck with U (with Justin Bieber),2020,0.45,0.597,-6.658,0.223,0.0418,0.382,0.537,178.765,228.48
650,JP Saxe,If the World Was Ending - feat. Julia Michaels,2020,0.473,0.464,-10.086,0.866,0.129,0.109,0.604,75.801,208.69
651,Dua Lipa,Physical,2020,0.844,0.647,-3.756,0.0137,0.0457,0.102,0.746,146.967,193.83
652,Travis Scott,SICKO MODE,2020,0.73,0.834,-3.714,0.00513,0.222,0.124,0.446,155.008,312.82
653,Olivia Rodrigo,drivers license,2021,0.431,0.561,-8.81,0.768,0.0578,0.106,0.137,143.875,242.01
654,Lil Nas X,MONTERO (Call Me By Your Name),2021,0.503,0.593,-6.725,0.293,0.22,0.405,0.71,178.781,137.7
655,The Kid LAROI,STAY (with Justin Bieber),2021,0.764,0.591,-5.484,0.0383,0.0483,0.103,0.478,169.928,141.81
656,Olivia Rodrigo,good 4 u,2021,0.664,0.563,-5.044,0.335,0.154,0.0849,0.688,166.928,178.15
657,Dua Lipa,Levitating (feat. DaBaby),2021,0.825,0.702,-3.787,0.00883,0.0601,0.0674,0.915,102.977,203.06
658,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),2021,0.696,0.677,-6.181,0.321,0.119,0.42,0.464,90.03,198.08
659,Doja Cat,Kiss Me More (feat. SZA),2021,0.705,0.764,-3.463,0.259,0.0284,0.12,0.781,110.97,208.67
660,The Weeknd,Blinding Lights,2021,0.73,0.514,-5.934,0.00146,0.0598,0.0897,0.334,171.005,200.04
661,Glass Animals,Heat Waves,2021,0.525,0.761,-6.9,0.44,0.0944,0.0921,0.531,80.87,238.8
662,Måneskin,Beggin',2021,0.8,0.714,-4.808,0.127,0.0504,0.359,0.589,134.002,211.56
663,Masked Wolf,Astronaut In The Ocean,2021,0.695,0.778,-6.865,0.175,0.0913,0.15,0.472,149.996,132.78
664,Bad Bunny,DÁKITI,2021,0.573,0.731,-10.059,0.401,0.0544,0.113,0.145,109.928,205.09
665,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021,0.691,0.741,-7.395,0.0221,0.0672,0.0476,0.892,150.087,212.35
666,Ed Sheeran,Bad Habits,2021,0.893,0.807,-3.745,0.0451,0.0347,0.366,0.537,126.011,230.75
667,The Weeknd,Save Your Tears,2021,0.826,0.68,-5.487,0.0212,0.0309,0.543,0.644,118.051,215.63
668,BTS,Butter,2021,0.459,0.759,-5.187,0.00323,0.0948,0.0906,0.695,109.997,164.44
669,Bruno Mars,Leave The Door Open,2021,0.616,0.586,-7.964,0.182,0.0324,0.0927,0.719,148.088,242.1
670,Olivia Rodrigo,deja vu,2021,0.612,0.442,-7.222,0.584,0.112,0.37,0.178,180.917,215.51
671,Rauw Alejandro,Todo De Ti,2021,0.719,0.78,-3.613,0.302,0.0506,0.0931,0.336,127.962,199.6
672,24kGoldn,Mood (feat. iann dior),2021,0.716,0.701,-3.671,0.174,0.0361,0.324,0.732,91.007,140.53
673,Tiësto,The Business,2021,0.62,0.798,-7.079,0.414,0.232,0.112,0.235,120.031,164.0
674,BTS,Dynamite,2021,0.765,0.746,-4.41,0.0112,0.0993,0.0936,0.737,114.044,199.05
675,Bad Bunny,Yonaguni,2021,0.648,0.644,-4.601,0.276,0.118,0.135,0.44,179.951,206.71
676,Harry Styles,Watermelon Sugar,2021,0.816,0.548,-4.209,0.122,0.0465,0.335,0.557,95.39,174.0
677,Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021,0.862,0.824,-3.424,0.0076,0.126,0.303,0.801,122.98,169.15
678,Kali Uchis,telepatía,2021,0.524,0.653,-9.016,0.112,0.0502,0.203,0.553,83.97,160.19
679,The Kid LAROI,WITHOUT YOU,2021,0.413,0.662,-7.357,0.213,0.0299,0.134,0.467,93.005,161.38
680,Giveon,Heartbreak Anniversary,2021,0.465,0.449,-8.964,0.524,0.0791,0.303,0.543,89.087,198.37
681,Olivia Rodrigo,traitor,2021,0.339,0.38,-7.885,0.691,0.0338,0.12,0.0849,100.607,229.23
682,Farruko,Pepas,2021,0.766,0.762,-3.955,0.00776,0.0343,0.128,0.442,130.001,287.12
683,Ariana Grande,positions,2021,0.802,0.737,-4.771,0.468,0.0878,0.0931,0.682,144.015,172.32
684,Lewis Capaldi,Someone You Loved,2021,0.405,0.501,-5.679,0.751,0.0319,0.105,0.446,109.891,182.16
685,Myke Towers,Bandido,2021,0.617,0.713,-4.637,0.122,0.0887,0.0962,0.682,168.021,232.85
686,Måneskin,I WANNA BE YOUR SLAVE,2021,0.608,0.75,-4.008,0.00165,0.0387,0.178,0.958,132.507,173.35
687,Polo G,RAPSTAR,2021,0.536,0.789,-6.862,0.41,0.242,0.129,0.437,81.039,165.93
688,Bad Bunny,LA NOCHE DE ANOCHE,2021,0.618,0.856,-4.892,0.0303,0.286,0.0866,0.391,81.993,203.2
689,Doja Cat,Streets,2021,0.463,0.749,-8.433,0.21,0.0842,0.338,0.189,90.035,226.99
690,The Neighbourhood,Sweater Weather,2021,0.807,0.612,-2.81,0.0495,0.0336,0.101,0.398,124.053,240.4
691,Los Legendarios,Fiel,2021,0.701,0.849,-4.407,0.407,0.06,0.112,0.505,98.005,261.67
692,Doja Cat,Need to Know,2021,0.609,0.664,-6.509,0.304,0.0707,0.0926,0.194,130.041,210.56
693,Dua Lipa,Don't Start Now,2021,0.793,0.793,-4.521,0.0123,0.083,0.0951,0.679,123.95,183.29
694,Internet Money,Lemonade (feat. Gunna Don Toliver & NAV),2021,0.658,0.8,-6.142,0.25,0.079,0.111,0.462,140.042,195.43
695,Doja Cat,Woman,2021,0.764,0.824,-4.175,0.0888,0.0854,0.117,0.881,107.998,172.63
696,Duncan Laurence,Arcade,2021,0.35,0.453,-11.639,0.827,0.0425,0.144,0.279,72.017,185.15
697,SZA,Good Days,2021,0.655,0.436,-8.37,0.499,0.0583,0.688,0.412,121.002,279.2
698,J Balvin,Qué Más Pues?,2021,0.817,0.903,-3.972,0.0272,0.095,0.242,0.732,102.014,217.36
699,Joel Corry,Head & Heart (feat. MNEK),2021,0.874,0.734,-3.158,0.168,0.0662,0.0489,0.905,122.953,166.03
700,Ariana Grande,34+35,2021,0.585,0.83,-6.476,0.237,0.094,0.248,0.485,109.978,173.71
701,Tate McRae,you broke me first,2021,0.373,0.667,-9.389,0.785,0.05,0.0906,0.0823,124.148,169.27
702,Sebastian Yatra,Pareja Del Año,2021,0.622,0.715,-5.102,0.163,0.046,0.0948,0.808,80.015,195.05
